# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SOURCE	COGID
240139	chambri-kilimbit	1205_TONGUE	tʊbalaˈnʊŋkʰ	tʊbalaˈnʊŋkʰ	t ʊ b a l a n ʊ ŋ kʰ		abbott1985	21850
240140	chambri-kilimbit	1380_TOOTH	ˈsəlankʰ	ˈsəlankʰ	s ə l a n kʰ		abbott1985	21887
240141	chambri-kilimbit	2121_ARM_OR_HAND	ˈnunkʰalo	ˈnunkʰalo	n u n kʰ a l o		abbott1985	21625
240142	chambri-kilimbit	2098_FOOT_OR_LEG	ˈnamaŋkʰ	ˈnamaŋkʰ	n a m a ŋ kʰ		abbott1985	21948
240143	chambri-kilimbit	1343_SUN	sɩnmaˈli	sɩnmaˈli	s ɪ n m a l i		abbott1985	21868
240144	chambri-kilimbit	1370_MONTH	ˈmwil	ˈmwil	m w i l		abbott1985	21726
240145	chambri-kilimbit	1430_STAR	ˈtʊŋˈgwi	ˈtʊŋˈgwi	t ʊ ŋ g w i		abbott1985	21844
240146	chambri-kilimbit	1489_CLOUD	kamˈplentše	kamˈplentše	k a m p l e n ʈʂ e		abbott1985	21836
240147	chambri-kilimbit	2108_RAINING_OR_RAIN	ˈmainʊ	ˈmainʊ	m a i n ʊ		abbott1985	134
240148	chambri-kilimbit	666_RIVER	ˈalum	ˈalum	a l u m		abbott1985	21834
240149	chambri-kilimbit	666_RIVER	arum	arum	a r u m		abbott1985	21834
240150	chambri-kilimbit	906_TREE	ˈiuan	ˈiuan	i u a n		abbott1985	21816
240151	chambri-kilimbit	628_LEAF	ˈnɨmbəˈlampʰ	ˈnɨmbəˈlampʰ	n ɨ m b ə l a m pʰ		abbott1985	21657
240152	chambri-kilimbit	634_MEAT	amˈdal	amˈdal	a m d a l		abbott1985	21931
240153	chambri-kilimbit	323_FAT_ORGANIC_SUBSTANCE	ˈandiæl	ˈandiæl	a n d i æ l		abbott1985	21636
240154	chambri-kilimbit	744_EGG	ˈawaŋkʰ	ˈawaŋkʰ	a w a ŋ kʰ		abbott1985	21899
240155	chambri-kilimbit	1493_ONE	ˈbiankʰ	ˈbiankʰ	b i a n kʰ		abbott1985	21794
240156	chambri-kilimbit	1498_TWO	ˈʊsɩm	ˈʊsɩm	ʊ s ɪ m		abbott1985	21631
240157	chambri-kilimbit	1510_CHIN	kʰasəˈpi.ampʰ	kʰasəˈpi.ampʰ	kʰ a s ə p i + a m pʰ		abbott1985	21909
240158	chambri-kilimbit	2824_KNUCKLE	ˈtʊlʊk	ˈtʊlʊk	t ʊ l ʊ k		abbott1985	21908
240159	chambri-kilimbit	2824_KNUCKLE	ˈtʊřʊk	ˈtʊřʊk	t ʊ r̝ ʊ k		abbott1985	21908
240160	chambri-kilimbit	1781_THUMB	ˈbwiəmpʰ	ˈbwiəmpʰ	b w i ə m pʰ		abbott1985	21720
240161	chambri-kilimbit	1394_BONE	ˈanampʰ	ˈanampʰ	a n a m pʰ		abbott1985	21831
240162	chambri-kilimbit	946_BLOOD	ˈiar̃i	ˈiar̃i	i a r̃ i		abbott1985	21725
240163	chambri-kilimbit	1201_FEATHER	iambəˈlʊnkʰ	iambəˈlʊnkʰ	i a m b ə l ʊ n kʰ		abbott1985	21672
240164	chambri-kilimbit	1257_WING	ˈnɨmpu	ˈnɨmpu	n ɨ m p u		abbott1985	21941
240165	chambri-kilimbit	1366_BOY	ˈnor̃anankʰor̃əkʰan	ˈnor̃anankʰor̃əkʰan	n o r̃ a n a n kʰ o r̃ ə kʰ a n		abbott1985	21614
240166	chambri-kilimbit	1646_GIRL	ˈnəmˈpar̃əkwenən	ˈnəmˈpar̃əkwenən	n ə m p a r̃ ə k w e n ə n		abbott1985	21940
240167	chambri-kilimbit	1289_BABY	ˈlɩmenənkʰor̃əkʰonan	ˈlɩmenənkʰor̃əkʰonan	l ɪ m e n ə n kʰ o r̃ ə kʰ o n a n		abbott1985	21646
240168	chambri-kilimbit	406_OLD_MAN	ˈnor̃ənən	ˈnor̃ənən	n o r̃ ə n ə n		abbott1985	135
240169	chambri-kilimbit	1490_RAT	manˈtol	manˈtol	m a n t o l		abbott1985	21875
240170	chambri-kilimbit	730_SNAKE	ˈuan	ˈuan	u a n		abbott1985	21805
240171	chambri-kilimbit	2638_FISHING	kʰonˈtsal	kʰonˈtsal	kʰ o n ts a l		abbott1985	21879
240172	chambri-kilimbit	868_BANANA	ˈpənæŋkʰ	ˈpənæŋkʰ	p ə n æ ŋ kʰ		abbott1985	21825
240173	chambri-kilimbit	677_AXE	ˈyiampʰar̃ʊ	ˈyiampʰar̃ʊ	j i a m pʰ a r̃ ʊ		abbott1985	21742
240174	chambri-kilimbit	1352_KNIFE	ˈinampʰ	ˈinampʰ	i n a m pʰ		abbott1985	21694
240175	chambri-kilimbit	977_ARROW	ˈwantʰampʰ	ˈwantʰampʰ	w a n tʰ a m pʰ		abbott1985	136
240176	chambri-kilimbit	1252_HOUSE	ˈkʰʊřil	ˈkʰʊřil	kʰ ʊ r̝ i l		abbott1985	21647
240177	chambri-kilimbit	1252_HOUSE	ˈkʰʊlil	ˈkʰʊlil	kʰ ʊ l i l		abbott1985	21647
240178	chambri-kilimbit	2159_GROUND	ˈnənkʰər̃ʊmpʰ	ˈnənkʰər̃ʊmpʰ	n ə n kʰ ə r̃ ʊ m pʰ		abbott1985	21772
240179	chambri-kilimbit	671_SAND	ořantiˈkʰas	ořantiˈkʰas	o r̝ a n t i kʰ a s		abbott1985	21857
240180	chambri-kilimbit	639_MOUNTAIN	ˈbawi	ˈbawi	b a w i		abbott1985	21738
240181	chambri-kilimbit	960_WIND	ˈpari	ˈpari	p a r i		abbott1985	137
240182	chambri-kilimbit	1233_NIGHT	tʰaˈpʰampʰ	tʰaˈpʰampʰ	tʰ a pʰ a m pʰ		abbott1985	21689
240183	chambri-kilimbit	1174_YESTERDAY	ˈnamanšinɨn	ˈnamanšinɨn	n a m a n ʂ i n ɨ n		abbott1985	21787
240184	chambri-kilimbit	1329_TOMORROW	ˈkʰasɩpʰ	ˈkʰasɩpʰ	kʰ a s ɪ pʰ		abbott1985	21678
240185	chambri-kilimbit	1035_GOOD	yabˈkʰar̃ən	yabˈkʰar̃ən	j a b kʰ a r̃ ə n		abbott1985	21604
240186	chambri-kilimbit	1292_BAD	ˈmədr̃əŋ	ˈmədr̃əŋ	m ə d r̃ ə ŋ		abbott1985	21811
240187	chambri-kilimbit	1203_LONG	kʰʊlndˈr̃əŋ	kʰʊlndˈr̃əŋ	kʰ ʊ l n d r̃ ə ŋ		abbott1985	21752
240188	chambri-kilimbit	1645_SHORT	ˈapr̃əampʰ	ˈapr̃əampʰ	a p r̃ ə a m pʰ		abbott1985	21862
240189	chambri-kilimbit	1210_HEAVY	wopiˈtarəŋ	wopiˈtarəŋ	w o p i t a r ə ŋ		abbott1985	21925
240190	chambri-kilimbit	1287_COLD	saˈlʊkʰ	saˈlʊkʰ	s a l ʊ kʰ		abbott1985	138
240191	chambri-kilimbit	2272_HOT_OR_WARM	aleyaˈkʰɨn	aleyaˈkʰɨn	a l e j a kʰ ɨ n		abbott1985	139
240192	chambri-kilimbit	725_OLD_PERSON	mařiˈlal	mařiˈlal	m a r̝ i l a l		abbott1985	140
240193	chambri-kilimbit	98_ALL	mamaˈlɨŋ	mamaˈlɨŋ	m a m a l ɨ ŋ		abbott1985	21764
240194	chambri-kilimbit	1214_THIS	makᵃˈle	makᵃˈle	m a k a l e		abbott1985	141
240195	chambri-kilimbit	1268_YES	ˈai	ˈai	a i		abbott1985	21615
240196	chambri-kilimbit	1269_NO	ˈtsɩkʰampʊŋ	ˈtsɩkʰampʊŋ	ts ɪ kʰ a m p ʊ ŋ		abbott1985	21710
240197	chambri-kilimbit	1209_I	ˈami	ˈami	a m i		abbott1985	21853
240198	chambri-kilimbit	1215_THOU	nɨmi	nɨmi	n ɨ m i		abbott1985	21662
240199	chambri-kilimbit	262_HE_OR_SHE_OR_IT	səkʰaˈne	səkʰaˈne	s ə kʰ a n e		abbott1985	21685
240200	chambri-kilimbit	2636_WE_TWO_EXCLUSIVE	yiˈpʰi	yiˈpʰi	j i pʰ i		abbott1985	142
240201	chambri-kilimbit	2312_YOU_OBLIQUE_CASE_OF_YOU	yiˈbi	yiˈbi	j i b i		abbott1985	143
240202	chambri-kilimbit	817_THEY	yiˈbi	yiˈbi	j i b i		abbott1985	144
240203	chambri-kilimbit	970_COCONUT	yiˈbam	yiˈbam	j i b a m		abbott1985	21733
240204	chambri-kilimbit	2270_SAGO	tʰiˈnəm	tʰiˈnəm	tʰ i n ə m		abbott1985	21903
240205	chambri-kilimbit	1970_CANOE	ˈkʰe	ˈkʰe	kʰ e		abbott1985	21706
240206	chambri-kilimbit	234_PADDLE	ˈnaŋkʰ	ˈnaŋkʰ	n a ŋ kʰ		abbott1985	21731
240207	chambri-kilimbit	1539_BASKET	ˈtši	ˈtši	ʈʂ i		abbott1985	21951
240208	chambri-kilimbit	1857_CROCODILE	ˈayi	ˈayi	a j i		abbott1985	21758
240209	chambri-kilimbit	1509_MOSQUITO	nanˈkw n	nanˈkw_n	n a n k w + n		abbott1985	21748
240425	kopar-singarin	189_HAIR_BODY	ˈdwar	ˈdwar	d w a r		abbott1985	21601
240426	kopar-singarin	1256_HEAD	ˈkʰǎřan	ˈkʰǎřan	kʰ ǎ/a r̝ a n		abbott1985	21791
240427	kopar-singarin	478_LIP	ˈasupʰ	ˈasupʰ	a s u pʰ		abbott1985	21897
240428	kopar-singarin	1221_NOSE	ˈɩmpotʰ	ˈɩmpotʰ	ɪ m p o tʰ		abbott1985	21702
240429	kopar-singarin	1248_EYE	ˈnambrɩn	ˈnambrɩn	n a m b r ɪ n		abbott1985	21873
240430	kopar-singarin	763_SKIN	ˈnangun	ˈnangun	n a n g u n		abbott1985	21612
240431	kopar-singarin	1371_KNEE	ˈpəntɩkipʰ	ˈpəntɩkipʰ	p ə n t ɪ k i pʰ		abbott1985	145
240432	kopar-singarin	1554_MAN	ˈnor̃	ˈnor̃	n o r̃		abbott1985	21939
240433	kopar-singarin	962_WOMAN	ˈnamantakʰ	ˈnamantakʰ	n a m a n t a kʰ		abbott1985	21777
240434	kopar-singarin	2009_DOG	ˈor n	ˈor_n	o r + n		abbott1985	146
240435	kopar-singarin	1403_BITE	ˈorɛn	ˈorɛn	o r ɛ n		abbott1985	147
240436	kopar-singarin	1403_BITE	ˈnor	ˈnor	n o r		abbott1985	148
240437	kopar-singarin	1403_BITE	ˈmbʊkʰaim	ˈmbʊkʰaim	m b ʊ kʰ a i m		abbott1985	149
240438	kopar-singarin	1403_BITE	ˈmatʰa	ˈmatʰa	m a tʰ a		abbott1985	150
240439	kopar-singarin	1403_BITE	ˈkʰoia	ˈkʰoia	kʰ o i a		abbott1985	151
240440	kopar-singarin	1416_SIT	ˈmantʰasa	ˈmantʰasa	m a n tʰ a s a		abbott1985	21756
240441	kopar-singarin	1442_STAND	ˈmařikʰɛtʰə	ˈmařikʰɛtʰə	m a r̝ i kʰ ɛ tʰ ə		abbott1985	21762
240442	kopar-singarin	1585_SLEEP	ˈmakʰantʰəkʰambaiyə	ˈmakʰantʰəkʰambaiyə	m a kʰ a n tʰ ə kʰ a m b a i j ə		abbott1985	152
240443	kopar-singarin	2457_PATH_OR_ROAD	ˈpʰořəkʰain	ˈpʰořəkʰain	pʰ o r̝ ə kʰ a i n		abbott1985	21622
240444	kopar-singarin	857_STONE	ˈpʰatʰ	ˈpʰatʰ	pʰ a tʰ		abbott1985	21654
240445	kopar-singarin	1202_BIG	ˈkʰapʰam	ˈkʰapʰam	kʰ a pʰ a m		abbott1985	153
240446	kopar-singarin	1246_SMALL	ˈmɛndɛkʰ	ˈmɛndɛkʰ	m ɛ n d ɛ kʰ		abbott1985	154
240447	kopar-singarin	221_FIRE	ˈauř	ˈauř	a u r̝		abbott1985	21916
240448	kopar-singarin	778_SMOKE_EXHAUST	atʰikʰ	atʰikʰ	a tʰ i kʰ		abbott1985	155
240449	kopar-singarin	1247_EAR	ˈkʰotakʰɛř	ˈkʰotakʰɛř	kʰ o t a kʰ ɛ r̝		abbott1985	21802
240450	kopar-singarin	1205_TONGUE	ˈmbəneŋ	ˈmbəneŋ	m b ə n e ŋ		abbott1985	21851
240451	kopar-singarin	1380_TOOTH	ˈiasɩr̃apʰ	ˈiasɩr̃apʰ	i a s ɪ r̃ a pʰ		abbott1985	21890
240452	kopar-singarin	2121_ARM_OR_HAND	ˈnapaŋ	ˈnapaŋ	n a p a ŋ		abbott1985	21628
240453	kopar-singarin	2098_FOOT_OR_LEG	ˈnamoŋ	ˈnamoŋ	n a m o ŋ		abbott1985	21948
240454	kopar-singarin	1343_SUN	ˈakʰʊn	ˈakʰʊn	a kʰ ʊ n		abbott1985	21871
240455	kopar-singarin	1370_MONTH	ˈkʰarɛpʰ	ˈkʰarɛpʰ	kʰ a r ɛ pʰ		abbott1985	21729
240456	kopar-singarin	1430_STAR	ˈmoain	ˈmoain	m o a i n		abbott1985	21847
